Unified_url,Reachable_URL,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,Longest_word_ratio,Special_mark,sub_domain,Contain_Weried_number_combination,levenshtein_distance,Alexa_rank,Status_code,start_date,wildcard_subdomain,Redirect_URL,Created on 2020
http://gigaplay.com.br,1,1,0,0,5,0,0.1,0,2,0,0,0,200,2007,0,0,0
http://hackingcovid.info,1,0,0,0,5,0,0.09090909090909093,0,1,0,0,0,200,2020,0,0,0
http://help-corona.cn,0,0,0,0,4,0,0.10526315789473684,1,1,0,0,0,503,2020,0,0,0
http://homologacao.xocovid19.com.br,1,0,0,0,10,0,0.060606060606060615,0,3,0,0,0,200,1989,0,0,0
http://ing.csam-corona.be,0,0,0,0,6,0,0.08695652173913042,1,2,0,0,0,503,1988,0,0,0
http://ing.securecovid-19.noez.me,0,0,0,0,9,0,0.06451612903225806,1,3,0,0,0,503,2007,0,0,0
http://iremoscombaterocovid.ml,0,0,1,1,9,0,0.07142857142857142,0,1,0,0,0,503,1993,0,0,0
http://itacontracovid-19.ml,0,0,1,1,8,0,0.08,1,1,0,0,0,503,1993,0,0,0
http://italy-covid19.u720553s9g.ha004.t.justns.ru,0,0,0,0,16,0,0.0425531914893617,1,5,1,0,1,503,2014,0,0,0
http://join-whatsapp-bokep62.covid99.gq,0,0,1,1,12,0,0.054054054054054064,1,2,0,0,0,503,1997,0,0,0
http://jshirt.it,0,1,0,0,4,0,0.14285714285714285,0,1,0,0,0,598,2015,0,0,0
http://kampcbation.info,0,0,0,0,5,0,0.09523809523809523,0,1,0,0,0,503,2020,0,0,0
http://mbhydro-covid19.com,0,0,0,0,7,0,0.08333333333333333,1,1,0,0,0,503,1985,0,0,0
http://mersrekdocuments.ir,0,0,0,0,6,0,0.08333333333333333,0,1,0,0,0,598,1994,0,0,0
http://midiaplural.com.br,1,1,0,0,6,0,0.08695652173913042,0,2,0,0,1,200,2008,0,0,0
http://moabcovid.org,1,1,0,0,5,0,0.1111111111111111,0,1,0,0,0,200,2020,0,0,0
http://mradani.ml,0,0,1,1,5,0,0.13333333333333333,0,1,0,0,0,503,1993,0,0,0
http://neraretionbriesx.club,0,0,0,0,7,0,0.07692307692307693,0,1,0,0,0,503,2014,0,0,0
http://no-covid.online,0,0,0,0,5,0,0.1,1,1,0,0,0,503,2015,1,0,0
http://nocovid.fun,0,0,0,0,4,0,0.125,0,1,0,0,0,503,2016,1,0,0
http://notmycovid.org,0,0,0,0,6,0,0.10526315789473684,0,1,0,0,0,598,2020,0,0,0
http://nr01petitieonline-covid19byfacebook.gq,0,0,1,1,12,0,0.04651162790697674,1,1,0,0,0,503,1997,0,0,0
http://nxt27893.nextadmin.hu,0,0,0,0,6,0,0.07692307692307693,0,2,1,0,0,598,1990,0,0,0
http://odessavscovid.info,0,1,0,0,6,0,0.08695652173913042,0,1,0,0,1,503,2020,0,0,0
http://oldschool.runescape-covid-19.info,0,0,0,0,8,0,0.05263157894736842,1,2,0,0,0,503,2020,0,0,0
http://orecon.co.jp,1,1,0,0,5,0,0.1176470588235294,0,2,0,0,1,200,1986,0,0,0
http://parismomes.fr,0,1,0,0,5,0,0.1111111111111111,0,1,0,0,0,403,2000,0,0,0
http://partners-covid.org,0,0,0,0,5,0,0.08695652173913042,1,1,0,0,0,400,2020,0,0,0
http://partnerscovid.org,0,0,0,0,5,0,0.09090909090909093,0,1,0,0,0,400,2020,0,0,0
http://permovqu.com,0,0,0,0,5,0,0.1176470588235294,0,1,0,0,0,503,1985,0,0,0
http://pescaturismocorona.it,0,0,0,0,6,0,0.07692307692307693,0,1,0,0,0,598,2018,0,0,0
http://portsmouth.buzz,0,0,0,0,3,0,0.1,0,1,0,0,0,503,2013,0,0,0
http://pre-covid.info,0,0,0,0,5,0,0.10526315789473684,1,1,0,0,0,503,2020,1,0,0
http://previnadocoronasuavida.com,0,0,0,0,9,0,0.06451612903225806,0,1,0,0,0,503,1985,0,0,0
http://rcconstrutora.com.br,0,1,0,0,8,0,0.08,0,2,0,0,1,598,1989,0,0,0
http://recovid.us,0,0,0,0,4,0,0.13333333333333333,0,1,0,0,0,503,2020,0,0,0
http://rijosfoods.com.br,1,1,0,0,6,0,0.09090909090909093,0,2,0,0,0,200,2016,0,0,0
http://runescape-covid19.info,0,0,0,0,6,0,0.07407407407407407,1,1,0,0,0,503,2020,0,0,0
